"","Date","Price","Text","bing_score","nrc_score","afin_score"
"649",2013-08-28,116.27,"do not settle for remaining in your comfort zone being complacent is a good way to get nowhere take control and move forward every day ",0,3,3
"650",2013-08-29,116.91," sometimes you have to take a half step back to take two forward vincemcmahon",0,1,0
"651",2013-08-30,115.97,"in that timewarner has hbo with really dumb racist bryant gumbel and i mean dumb and no cbs which fired bryant i am switching bldgs ",-3,-1,-9
"652",2013-08-30,115.97,"how bad has our leader made us look on syria stay out of syria we don t have the leadership to win wars or even strategize ",0,1,1
"653",2013-08-31,115.97,"be prepared there is a small chance that our horrendous leadership could unknowingly lead us into world war iii ",0,0,-2
"654",2013-08-31,115.97,"who are our generals that are allowing this fiasco to happen right before our eyes call it the plenty of notice war ",-1,-2,-5
"655",2013-09-01,115.97,"it is truly amateur hour at the white house and this is why we should not be doing the war thing right now ",0,0,-2
"656",2013-09-02,115.97,"in war the elememt of surprise is sooooo important what the hell is obama doing ",-1,0,-4
"657",2013-09-02,115.97,"we have given syria so much time and information there has never been such an instance in wartime history syria is now fully prepared ",0,3,1
"658",2013-09-03,115.49,"china opec and russia laugh at us but now thanks to obama so does syria very sad ",-1,1,1
"659",2013-09-05,115.81,"while everyone is waiting and prepared for us to attack syria maybe we should knock the hell out of iran and their nuclear capabilities ",-3,-1,-4
"660",2013-09-05,115.81,"all former bush administration officials should have zero standing on syria iraq was a waste of blood amp treasure ",0,1,1
"661",2013-09-05,115.81,"russia is sending a fleet of ships to the mediterranean obama s war in syria has the potential to widen into a worldwide conflict ",-1,0,-4
"662",2013-09-07,115.81,"syria has been given so much time that much of the things we were going to bomb have been moved into civilian areas a polititian s war ",-1,-2,-3
"663",2013-09-07,115.81,"speaking of our very stupid war with iraq it is totally disintegrating and iran with russia will walk in and take it over lots of oil ",-1,-2,-4
"664",2013-09-07,115.81,"i m a republican but not a fan of the last george bush he also was a lousy president iraq etc in fact he was so bad he gave us obama ",-2,0,0
"665",2013-09-09,115.2,"iraq has granted iran full air rights to fly over and arm syria what did america accomplish with the iraq war and now syria ",1,2,1
"666",2013-09-09,115.2,"so much for global warming earth is cooling at a record pace http t co kig flowrk",0,0,0
"667",2013-09-11,112.37," brentludington never give up how i turned my biggest challenges into success ",1,1,2
"668",2013-09-11,112.37,"why is oil at a record high opec amp the oil speculators continue to rip us off ",-1,1,0
"669",2013-09-12,113.11,"china russia and iran are laughing at us we have weak leaders who are threatening our national security dangerous times ",-3,-1,-3
"670",2013-09-13,113.31,"obama is now warning north korea on the yongbyon nuclear reactor http t co z k ulguy after syria our enemies are laughing ",-1,1,-4
"671",2013-09-16,110.86,"great column by david bossie at breitbartnews a battle won but the war continues to defund obamacare http t co ac vyqckgz",1,-2,3
"672",2013-09-16,110.86,"congrats to breitbartnews mboyle on being awarded the prestigious eagle award for amnesty reporting http t co ot krvmqg",3,2,8
"673",2013-09-16,110.86,"i predict that president obama will at some point attack iran in order to save face ",-1,1,1
"674",2013-09-20,110.22,"president obama seems so fawning and desperate to make a deal with iran that lots of bad results can occur be cool and be careful ",-1,2,-3
"675",2013-09-20,110.22,"via cbs trump winery president nominated for award by wine enthusiast magazine http t co r giuku p congrats erictrump ",3,3,5
"676",2013-09-20,110.22,"president obama must remember that the worst thing you can do in a deal is seem desperate to make it be cool move slowly and think iran",-2,2,-5
"677",2013-09-22,110.22,"is it the neil patrick harris show or the emmy awards how was he ever put in this position to start with crazy ",0,-1,1
"678",2013-09-23,108.56," miranda diplo i like hilary clinton she is very admirable but realdonaldtrump is our nation s answer thanks ",1,1,4
"679",2013-09-24,107.68," take the time to move yourself forward in other words think work and be lucky think like a champion",2,2,5
"680",2013-09-25,109.46,"remember what i previously said obama will someday attack iran in order to show how tough he is ",0,-2,-1
"681",2013-09-25,109.46,"can you believe the head of iran refused to meet with our great president zero respect ",0,1,1
"682",2013-09-25,109.46,"if justice roberts had made the correct decision on obamacare our country would not be in turmoil right now ",0,0,2
"683",2013-09-25,109.46,"obama wanted to meet with the iranian president yet the iranians denied the request so much for hope amp change ",-1,1,0
"684",2013-09-26,108.86,"winner of the star diamond award trumpgolfdc s two courses grace over acres on the potomac river http t co s ivxhd vp",3,5,9
"685",2013-09-27,109.45,"iran is toying with our president buying time and laughing at the stupidity of our leadership syria and now this what s next ",-1,1,1
"686",2013-09-27,109.45,"five star trumpcondoslv are the most luxurious amp elite residences in the vegas market http t co xqz luzhd if you love it own it ",2,4,3
"687",2013-09-30,107.85,"the commodity market is extremely fragile be wary of investing right now the futures are way too dependent on the fed ",-2,-1,0
"688",2013-10-01,107.32,"achievers move forward at all times achievement is not a plateau it s a beginning ",1,2,0
"689",2013-10-02,109.09," israelipm netanyahu s un address was a strong statement to the world that israel will not allow iran to get nuclear weapons ",1,1,3
"690",2013-10-02,109.09,"stocks rose yesterday during the first day of government shutdown markets like being left alone for a day ",0,-2,0
"691",2013-10-02,109.09," when it comes to iran s nuclear weapons program here s my advice distrust dismantle and verify israelipm netanyahu",-1,-1,-3
"692",2013-10-03,109.49,"oil has been over gallon for months a new record and now with obama s war on coal american families will be hit even harder ",0,-2,-2
"693",2013-10-04,109.42,"while the pres of iran tweets sweet nothings to obama he forbids the iranians to use twitter very revealing ",1,1,2
"694",2013-10-07,109.66,"obama is tougher on wwii vets wanting to visit a dc memorial than iran he needs to show respect to our vets and not play games ",2,1,0
"695",2013-10-08,110.56,"the new reality china and japan are warning us not to default http t co lrvakb zig reckless government spending has made us weak ",-1,-3,-7
"696",2013-10-11,110.65,"congrats to jim lipton and inside the actors studio for winning the emmy award for the th episode i was honored to appear in it ",3,2,11
"697",2013-10-14,110.13,"ranked a top course golfmagazine amp star diamond award trump int l palm beach has been expanded to holes http t co yklozgmuex",3,4,6
"698",2013-10-16,110.79," trumplasvegas was just rated best room service in lv by the daily meal congrats to my las vegas staff http t co ls xg lgm ",0,0,5
"699",2013-10-17,109.55,"entrepreneurship is engine of american success i bring it to crowdfunding w fundanything s m record reward http t co tckbjcdjb ",2,2,4
"700",2013-10-17,109.55,"i m on the david letterman lateshow tonight looking forward to it pm on cbs ",0,1,0
"701",2013-10-18,109.4,"no surprise saudis turned down spot on un security council they don t want responsibility just have us do their heavy lifting ",0,3,0
"702",2013-10-18,109.4," wayneetnyre trumplasvegas thank you ",0,0,2
"703",2013-10-21,109.47,"winner of the star diamond award trumpgolfla brings luxury amp elite amenities to la s top public golf course http t co myiwkyfivu",5,8,10
"704",2013-10-21,109.47,"message to edward snowden you re banned from missuniverse unless you want me to take you back home to face justice ",0,1,1
"705",2013-10-21,109.47,"where s the global warming was one of the least extreme years in weather on record http t co fogcqyoizy",0,0,0
"706",2013-10-22,109.57,"looking forward to receiving the t boone pickens entrepreneur award at tomorrow s amspec robert l bartley gala dinner ",1,4,3
"707",2013-10-23,107.74,"i ll soon be leaving for washington where amspec will give me the t boone pickens entrepreneur award very exciting ",2,2,6
"708",2013-10-23,107.74,"if the saudis are so concerned about syria then they should go in themselves stop telling us to do their dirty work ",-2,-1,-3
"709",2013-10-24,106.63," boonepickens thank you for the t boone pickens entrepreneur award a great honor for me from a fantastic man ",3,2,14
"710",2013-10-24,106.63,"great evening with the amspec amp the t boone pickens entrepreneur award amazing crowd thank you ",2,1,12
"711",2013-10-28,108.29,"iraq is being ravaged by al qaeda country in utter chaos amp all oil is going to iran amp china http t co z fekpjfur terrible mistake ",-1,-3,-7
"712",2013-10-29,108.04,"on acres in charlottesville trumpwinery s wine has been awarded the coveted virginia double gold medal http t co ffceyi fuv",2,2,6
"713",2013-10-31,107.53,"still looking to give away a record m reward on fundanything for a crowd funding campaign http t co bdqhjwd ko",1,1,2
"714",2013-11-07,103.08,"congratulations to the b obamacare website on enrolling four in delaware cost to us m http t co ce lvhrpjq",1,0,2
"715",2013-11-07,103.08,"my speech at amspec bartlet gala dinner where i received boonepickens entrepreneur award http t co iwzihg wv",1,4,3
"716",2013-11-07,103.08,"looking forward to attending the great rev billygraham s birthday party tonight there s nobody like him ",0,2,5
"717",2013-11-11,105.76," true courage is being afraid and going ahead and doing your job anyhow general norman schwarzkopf",0,3,2
"718",2013-11-11,105.76,"remember that i predicted a long time ago that president obama will attack iran because of his inability to negotiate properly not skilled ",0,1,-3
"719",2013-11-11,105.76,"if justice roberts had done the right thing and voted against obamacare our country would be in a lot better shape right now total turmoil",-1,1,4
"720",2013-11-14,108.29,"breaking news negotiations with iranians broke down because obama insisted that they use obamacare ",-2,-1,-1
"721",2013-11-17,108.29,"i wonder if the rutgers coach who had the audacity to yell at the player is a proponent of global warming ",-1,-3,0
"722",2013-11-19,108.29," stories of golden glass over the strip trumplasvegas elite hotel rooms feature floor to ceiling windows http t co awebyrgxfl",2,1,0
"723",2013-11-20,108.27,"when warren buffett amp others play w bankruptcy nobody cares when trump plays the game it becomes a big deal http t co xiyoo fxev",1,0,3
"724",2013-11-20,108.27," damoncanel trumplasvegas thank you ",0,0,2
"725",2013-11-23,108.27,"we are using the absolute wrong negotiating technique with respect to the iran nuclear talks strengthen sanctions until great deal is made ",0,3,3
"726",2013-11-23,108.27,"snow and ice freezing weather in texas arizona and oklahoma what the hell is going on with global warming ",-2,-2,-4
"727",2013-11-24,108.27,"what a rotten deal we made with iran we get nothing except laughter at our stupidity they get everything including delay and big cash ",-3,2,0
"728",2013-11-24,108.27,"how far has the united states gone down when we are reduced to accept the imbecilic deal just agreed to with iran read the art of the deal ",0,4,3
"729",2013-11-24,108.27,"they changed the name global warming to climate change because the concept of global warming just wasn t working ",0,1,0
"730",2013-11-24,108.27,"the people that gave you global warming are the same people that gave you obamacare ",0,0,0
"731",2013-11-25,110.83,"who would you rather have negotiating with iran president obama or toronto mayor ford my money is on ford ",0,3,0
"732",2013-11-25,110.83,"obama is going to take away over m americans healthcare plans but he is letting iran keep its nukes just think about that ",0,0,0
"733",2013-11-25,110.83,"we had all the leverage in our nuclear negotiations with iran and our leaders foolishly decided to let them out of the trap why ",-1,1,-1
"734",2013-11-25,110.83,"how much longer are we expected to put up with the world s most incompetent leader obamacare iran syria bads deals just never ends",-1,0,-2
"735",2013-11-25,110.83,"john kerry is openly celebrating the tenuous nuclear deal with iran great dealmakers do not celebrate dealsthey just go on to the next one",1,1,9
"736",2013-11-26,112.04,"how does obama rationalize giving iran b in sanction relief when a christian pastor is being tortured in an iranian prison ",-1,2,-6
"737",2013-11-26,112.04,"in vegas enjoy thanksgiving in trumplasvegas djt lounge where the nfl games will be playing all day http t co jsmjhze jf",1,1,2
"738",2013-11-27,111.32,"reigning apprenticenbc champion traceadkins does great work with wwpinc donate to an injured warrior today http t co nrhl hiwlq",1,1,1
"739",2013-11-27,111.32,"mr president tell iran to immediately free the christian pastor as a sign of good faith amp if they refuse break off talks big sanctions",0,3,4
"740",2013-11-27,111.32,"war on the families price of electricity hit record high in october http t co khsbqvwij terrible especially during holiday season ",0,-1,-5
"741",2013-11-27,111.32," iranian officials say that the wh is misleading public about the details of an interim nuclear agreement http t co bnbutaknwy",-1,1,-2
"742",2013-11-27,111.32,"tell iran to let our christian pastor go and i mean right now if they don t there will be hell to pay ",-1,2,-5
"743",2013-11-27,111.32,"us froze b in iranian assets during hostage crisis now obama is giving it back to iran while christian pastor is jailed don t do it ",-3,2,-3
"744",2013-12-02,111.49,"the least number of hurricanes in the u s in decades so they change global warming too cold to climate change now what will they call it",-1,-1,0
"745",2013-12-03,113.06,"denver minnesota and others are bracing for some of the coldest weather on record what are the global warming geniuses saying about this ",0,0,0
"746",2013-12-04,113.27,"wow record setting cold temperatures throughout large parts of the country must be global warming i mean climate change ",0,-1,4
"747",2013-12-05,112.07,"the problem w the concept of global warming is that the u s is spending a fortune on fixing it while china amp others do nothing ",1,0,-2
"748",2013-12-05,112.07,"why is it that when warren buffett uses the bankruptcy laws to his benefit nobody cares but with me they go nuts ",1,0,1
"749",2013-12-06,111.5,"ice storm rolls from texas to tennessee i m in los angeles and it s freezing global warming is a total and very expensive hoax ",-3,-3,-2
"750",2013-12-06,111.5,"iran has never had a better friend than obama ",0,1,2
"751",2013-12-06,111.5,"we should be focused on magnificently clean and healthy air and not distracted by the expensive hoax that is global warming ",1,0,2
"752",2013-12-06,111.5,"looking forward to hosting naghmehabedini next week trumptowerny the white house has abandoned her husband christian pastor abedini ",0,2,-2
"753",2013-12-10,108.91,"great meeting with naghmehabedini the wonderful wife of christian pastor saeed who is in iranian prison savesaeed http t co ertlfwrs ",0,1,5
"754",2013-12-10,108.91,"iran must immediately allow christian pastorsaeed out of prison or we should put back sanctions which should never have been lifted ",-1,-1,-1
"755",2013-12-10,108.91,"naghmeh abedini the lovely wife of the christian pastor saeed being held in an iranian jail just left my office savesaeed",1,1,3
"756",2013-12-10,108.91,"re kerry admitting to working for pastor abedini s release why has us already released iranian spies amp nuclear scientist dumb ",-1,2,-3
"757",2013-12-12,108.99,"this is one of the coldest winters ever freezing all over the country for long periods of time so much for global warming ",-1,-1,0
"758",2013-12-12,108.99,"via theblaze by billyhallowell donald trump blasts obama for failing to secure christian pastor s freedom in iran http t co waanzqpvyf",2,1,2
"759",2013-12-14,108.99,"wow it s snowing in isreal and on the pyramids in egypt are we still wasting billions on the global warming con make u s competitive ",1,-1,4
"760",2013-12-15,108.99," of the united states by area is now covered in snow highest in many years the global warming name isn t working anymore sorry ",0,2,0
"761",2013-12-15,108.99,"they call it climate change now because the words global warming didn t work anymore same people fighting hard to keep it all going ",-1,-2,-1
"762",2013-12-15,108.99,"we should be focusing on beautiful clean air amp not on wasteful amp very expensive global warming bullshit china amp others are hurting our air",-2,0,-1
"763",2013-12-19,110.78,"new york republican leader edwardfcox is pushing my friend robastorino into political suicide results won t be pleasant ",1,2,4
"764",2013-12-19,110.78,"every day pastor saeed is imprisoned by iran is an indictment on obama s diplomacy savesaeed",0,0,-2
"765",2013-12-20,112.15,"if you fail once twice three times it doesn t matter learn from your mistakes and push forward to victory the sweetest feeling there is ",-1,3,-2
"766",2013-12-26,111.65,"o k christmas is over now we can all go back to the wars of life focus focus focus never accept defeat push hard for total victory ",1,1,0
"767",2013-12-27,112.06,"it is really too bad that the scientists studying global warming in antarctica got stuck on their icebreaker because of massive ice and cold",-3,-2,-5
"768",2013-12-28,112.06,"the rescue icebreaker trying to free the ship of the global warming scientists has turned back the ice is massive a record ironic ",0,1,2
"769",2013-12-28,112.06,"we should be focused on clean and beautiful air not expensive and business closing global warming a total hoax ",0,1,5
"770",2013-12-28,112.06,"the global warming scientists don t want to be airlifted off the ship they are having too much fun and that is too simple a solution fame ",2,4,7
"771",2013-12-29,112.06,"temperature at record lows in many parts of the country degrees below zero with wind chill in large area global warming folks iced in ",-1,0,0
"772",2013-12-30,110.47,"the con artists changed the name from global warming to climate change when global warming was no longer working and credibility was lost ",-1,1,-4
"773",2013-12-30,110.47,"what the hell is going on with global warming the planet is freezing the ice is building and the g w scientists are stuck a total con job",-3,0,-6
"774",2014-01-01,110.47,"this very expensive global warming bullshit has got to stop our planet is freezing record low tempsand our gw scientists are stuck in ice",-4,-1,-7
"775",2014-01-03,106.57,"record snowfall amp freezing temps throughout the country where is global warming when you need it ",-1,-1,0
"776",2014-01-06,106.71,"we are experiencing the coldest weather in more than two decades most people never remember anything like this global warming anyone ",0,0,2
"777",2014-01-06,106.71,"sec of state kerry said we would not go back to iraq we shouldn t but he should not have said that so stupid ",-1,-1,-2
"778",2014-01-06,106.71,"another one of my predictions just came true iraq is a total disaster with government losing all control so sad ",-3,-3,-5
"779",2014-01-07,107.01,"achievers move forward at all times don t tread water get out there and go for it ",0,2,0
"780",2014-01-07,107.01,"looking forward to hosting the floridagop house majority golf tournament at trump int l west palm beach on jan th ",1,2,0
"781",2014-01-08,107.42,"why didn t gates resign if he was so unhappy about what he was being told by obama the fact is iraq etc have always been disasters ",-1,-2,-5
"782",2014-01-15,108.09,"the senate should immediately vote on the iranian sanctions bill what is the delay iran is already breaking its agreement with obama",-2,0,0
"783",2014-01-15,108.09,"where is the progress in the state of new york over the last three years there is none only backwards ",1,0,2
"784",2014-01-16,107.46,"looking forward to being hosted by saintanselm for politics amp eggs next tuesday see you in manchester nhpolitics",0,1,0
"785",2014-01-17,108.45,"wow just heard that that next tuesday s saintanselm politics amp eggs is the largest crowd ever looking forward to making new friends ",1,1,4
"786",2014-01-17,108.45," edwardfcox and robastorino who i like are intent on another new york state suicide mission they ve got to get their act together ",-1,-1,0
"787",2014-01-18,108.45,"to be really successful it is always good to have a cool head warm heart and beautiful common touch ",4,4,11
"788",2014-01-20,108.01,"wwii vs now during the years of world war ii that started with the japanese bombing of pearl harbor cont http t co tyd ajfpry",0,-1,-2
"789",2014-01-25,108.01,"nbc news just called it the great freeze coldest weather in years is our country still spending money on the global warming hoax ",-2,0,1
"790",2014-01-26,108.01,"any and all weather events are used by the global warming hoaxsters to justify higher taxes to save our planet they don t believe it ",0,2,2
"791",2014-01-28,109.1," being good in business is the most fascinating kind of art making money is art amp working is art amp good business is the best art a warhol",1,6,11
"792",2014-01-29,108.83,"give me clean beautiful and healthy air not the same old climate change global warming bullshit i am tired of hearing this nonsense ",0,0,-1
"793",2014-01-29,108.83,"snowing in texas and louisiana record setting freezing temperatures throughout the country and beyond global warming is an expensive hoax ",-3,-2,-2
"794",2014-01-29,108.83," the cheapest natural gas in the world is in the united states boonepickens",1,1,2
"795",2014-01-29,108.83,"the weather has been so cold for so long that the global warming hoaxsters were forced to change the name to climate change to keep flow ",-1,-1,-1
"796",2014-01-30,109.36,"with one of the worst and most prolonged cold spells in history with atlanta texas and parts of florida freezing global warming anyone ",-3,-2,-3
"797",2014-01-30,109.36,"obama said in his sotu that global warming is a fact sure about as factual as if you like your healthcare you can keep it ",0,0,2
"798",2014-01-31,108.16,"looking forward to being hosted by nicklangworthy s erie county lincoln leadership reception tonight record crowd can t wait ",0,0,0
"799",2014-02-03,106.55,"watch commodity prices soar because of the freezing cold will be bad for the economy we could use some global warming ",-3,-3,-3
"800",2014-02-05,106.81,"when will our country stop wasting money on global warming and so many other truly stupid things and begin to focus on lower taxes ",-2,-1,-5
"801",2014-02-05,106.81,"massive record setting snowstorm and freezing temperatures in u s smart that global warming hoaxsters changed name to climate change ",0,-1,1
"802",2014-02-12,108.62,"looking forward to addressing the record setting crowd tonight at the new york county lincoln day dinner lots to talk about ",0,3,0
"803",2014-02-13,108.98,"a big part of the country even the southern states is under massive attack from snow and freezing cold global warming anyone ",-3,-3,0
"804",2014-02-14,108.63," trumpdoral s bluemonster looks fantastic great time at the grand opening now looking forward to the cadillacchamp",2,1,10
"805",2014-02-17,108.63,"don t let the global warming wiseguys get away with changing the name to climate change because the facts do not let gw tag to work anymore ",0,2,0
"806",2014-02-17,108.63,"do you think john kerry is aware of the fact that they are building nuclear weapons in iran and north korea and pakistan already has them ",0,0,0
"807",2014-02-17,108.63,"it s not climate changeit s global warming don t let the dollar sucking wiseguys change names midstream because the first name didn t work",0,1,0
"808",2014-02-24,109.76,"iraq buying worth of weapons from iran despite so many killed and trillions spent iraq dumps u s i told you so long ago ",-1,-1,-2
"809",2014-02-24,109.76,"entrepreneurs keep your momentum see yourself as victorious and leading a winning team keep everyone moving forward ",3,4,4
"810",2014-02-26,109.39,"congrats to charles krauthammer for his statements on climate change formerly known as global warming ",0,0,2
"811",2014-02-26,109.39,"success tip achievers move forward at all times achievement is not a plateau it s a beginning ",2,3,2
"812",2014-03-03,111.26,"ellen was so awkward and insecure last night the pizza skit was terrible she should dump andy lassner a guy with no absolutely no talent ",-3,-1,-9
"813",2014-03-03,111.26,"i m having a real hard time watching the academy awards so far the last song was terrible kim should sue her plastic surgeon oscars",-2,0,-1
"814",2014-03-03,111.26,"this cannot be the the academy awards oscars awful ",0,0,0
"815",2014-03-03,111.26,"was president obama in charge of this years academy awards they remind me of the obamacare website oscars ",1,2,3
"816",2014-03-04,109.17,"baltimore just set a record for the coldest day in march in a long recorded history degrees other places likewise global warming con ",0,1,0
"817",2014-03-04,109.17,"actually putin doesn t want alaska because the environmental protection agency will make it impossible for him to drill for oil ",0,-1,1
"818",2014-03-12,107.88,"just in a jury awarded a complete and total victory in buyer s remorse lawsuit against me in ft lauderdale ",1,-1,-1
"819",2014-03-17,106.99,"join autismspeaks and light the world blue on liub will raise awareness for millions with autism ",0,1,1
"820",2014-03-22,106.99,"the situation with russia is much more dangerous than most people may think and could lead to world war iii we need great leadership fast",1,-1,1
"821",2014-03-26,105.9,"if you ve looked over the yearsi ve been right on virtually every issue from iraq not going in but if so taking the oil to jobs to china",-1,0,0
"822",2014-03-28,106.64,"join autismspeaks and light the world blue on liub will raise awareness for millions with autism ",0,1,1
"823",2014-04-01,105.7,"in new york march was the coldest month in recorded history we could use some global warming ",0,1,0
"824",2014-04-09,107.39,"looking forward to speaking at saturday s citizens united afphq freedom summit in manchester second visit to new hampshire this year ",1,4,3
"825",2014-04-10,107.1,"looking forward to promoting a pro growth amp positive message at this saturday s citizens united afphq freedom summit in manchester ",2,4,8
"826",2014-04-10,107.1,"really looking forward to watching the masters this weekend one of the greatest shows on earth ",1,1,3
"827",2014-04-15,109.1,"summer s almost here update your business wardrobe with trump signature collection exclusively available macys http t co vrkl bmj g",1,0,0
"828",2014-04-18,109.1,"why did pres obama remove sanctions against iran prior to negotiating rather than completing successful negotiation amp then remove sanctions ",1,1,3
"829",2014-04-21,109.69,"the biggest winner of obama s win vladimir putin ultimately he could be tied with iran after tehran becomes a nuclear power ",2,2,8
"830",2014-04-21,109.69," njpga club of the year trump nat l bedminster is nj s top family country club with two award winning courses http t co mrltsnoge",4,3,9
"831",2014-04-22,108.54,"once the tragic mistake of going into iraq was made we should have at least taken the oil or at least some of it now iran amp china get it",-2,-2,-4
"832",2014-04-22,108.54,"china is closing a massive oil deal w russia taking advantage of the ukraine conflict http t co titkq pmzh smart unlike our leaders ",0,1,1
"833",2014-04-22,108.54,"after thousands lost and spending two trillion dollars iraq i told you so is imploding really dumb pols put us and kept us there so sad ",-3,-2,-8
"834",2014-05-02,109.48,"wow vanity fair was totally shut out at the national magazine awards it got nothing graydon carter is a loser with bad food restaurants ",0,0,3
"835",2014-05-02,109.48,"via breitbartsports by warnerthuston donald trump buys four time british the open golf course http t co x ew g pnu",1,0,0
"836",2014-05-03,109.48," sethmeyers seth can t help it he is really trying hard but just doesn t have what it takes very awkward and insecure ",-3,-1,-3
"837",2014-05-07,108.17,"russia is on the move in the ukraine iran is nuking up amp libya is run by al qaeda yet obama is busy issuing climate change warnings ",0,0,-3
"838",2014-05-08,108.19,"the global warming we should be worried about is the global warming caused by nuclear weapons in the hands of crazy or incompetent leaders ",-3,-3,-7
"839",2014-05-10,108.19,"time warner cable out again in manhattan no television they have a real problem ",0,0,-3
"840",2014-05-13,108.78,"if you are steadfast in your efforts critics will be harmless achievers move forward and achievement is not a plateau it s a beginning ",2,3,0
"841",2014-05-13,108.78," damac properties damacofficial realdonaldtrump looking forward to welcoming you to dubai have a great trip thank you ",0,1,5
"842",2014-05-19,110.84,"entrepreneurs get a momentum going listen apply then move forward do not procrastinate see opportunity as the perk that it is ",-1,3,2
"843",2014-05-20,110.35,"a classic china just signs massive oil and gas deal with russia giving russia plenty of ammo to continue laughing in u s face ",1,5,1
"844",2014-05-23,110.19,"sometimes by losing a battle you find a new way to win the war don t ever get down on yourself just keep fighting in the end you win ",1,-3,-2
"845",2014-05-23,110.19,"terrible for the economy amp middle class gas has now been over gallon for a record days http t co acdkbzdcq frack now amp fast ",-1,-1,-3
"846",2014-05-27,109.81,"like it or not edward snowden is a spy and should be tried as a spy he has stolen invaluable information and damaged us with other nations",-1,0,0
"847",2014-05-30,109.21,"snowden is a traitor and a disgrace make no mistake he is no hero in fact he is a coward who should come back amp face justice ",-3,-2,-3
"848",2014-06-02,109.34,"entrepreneurs keep your momentum going it s a big factor in sustaining your success keep moving forward ",1,3,3
"849",2014-06-03,108.87,"moving forward f tonight s competitive primaries it is crucial that the tea party amp gop remain united towards november take the senate ",1,3,3
"850",2014-06-03,108.87,"obama s war on coal is killing american jobs making us more energy dependent on our enemies amp creating a great business disadvantage ",-3,-2,-6
"851",2014-06-04,109.07," trumplasvegas th floor provides the most urbane feel in las vegas w private air conditioned cabanas amp a massive ft heated pool ",0,1,0
"852",2014-06-10,109.18,"i told you so a long time ago iraq just lost second largest city as their soldiers drop their guns and run only the beginning oil ",-1,-1,-4
"853",2014-06-10,109.18,"what i am saying is that we never should have been in iraq in the first place bush was terrible obama is worse make america great again ",-2,-2,-3
"854",2014-06-11,109.83,"iraq is far worse and of more danger to the u s now than it ever was under saddam hussein and this after trillion and so many lives ",-2,-2,-5
"855",2014-06-11,109.83,"iraq is falling apart fast two trillion dollars and so many deaths bush got us in and obama took far too long to get us out ",0,-1,-1
"856",2014-06-12,112.18,"i told all of the haters and losers long ago that iraq would fall take the oil or get out fast massive waste of lives and trillions of s",-3,-2,-4
"857",2014-06-12,112.18,"iraq told us to get out iraq is now falling and iraq now wants us to come back don t do it unless we get the oil and i mean all of it ",-1,0,-1
"858",2014-06-13,113.15,"we should never have gone into iraq but once in should have gotten out a lot faster make america great again ",1,0,3
"859",2014-06-13,113.15,"the iraqi army is useless president obama stay the hell out of iraq we should never have been there in the first place ",-2,-1,-6
"860",2014-06-14,113.15,"iran is moving troops into iraq under the guise that it is helping out actually they will take over iraq and all of their oil stupid u s ",0,-2,0
"861",2014-06-14,113.15,"iran will convince our incompetent president that they are trying to help us with iraq take over the country amp oil and o will say thanks",-1,1,3
"862",2014-06-14,113.15,"i have been very consistent and always said that iraq would fall as soon as the u s left what a terrible waste of lives and money ",-2,-2,-4
"863",2014-06-16,113.42,"iraq is no longer our problem we never should have been there in the first place ",0,-1,-3
"864",2014-06-17,114.02,"i will be doing the howard stern show at a m minutes always fun and interesting talking to howard ",0,1,6
"865",2014-06-19,115.19,"pm sarah westcot williams incompetence should not be rewarded you should vote for anyone who runs against her loser primeministersx",-2,-1,-3
"866",2014-06-19,115.19,"i actually enjoyed the piece re sign thedailyshow could it be that i m starting to like jon stewart ",1,0,2
"867",2014-06-19,115.19,"from fox and friends interview trump we should not go back to iraq http t co mnl rg w e",1,0,0
"868",2014-06-23,113.62,"i wonder if when secy kerry goes to iraq and afghanistan he pushes hard for them to look at global warming and study the carbon footprint ",-1,1,-1
"869",2014-06-26,112.61,"as iran began the process of taking over iraq many people wanted me to say that i told you so so i told you so ",0,0,0
"870",2014-06-26,112.61,"i look forward to my press conference on weds of next week trumpturnberry to discuss changes amp big investment i ll make very exciting ",1,2,4
"871",2014-06-26,112.61,"now syria is bombing iraq and secy kerry after we blew the hell out of the place says please don t do that syria is a front for iran ",-1,0,-3
"872",2014-06-30,111.03,"i look forward to my press conference trumpturnberry scotland this wednesday lots of great people attending ",0,1,3
"873",2014-07-01,110.84,"awarded the renowned star forbesinspector rating the story trumpto brings style luxury amp impeccable service http t co h nmj qyx",4,3,3
"874",2014-07-02,110.18,"achievers move forward at all times achievement is not a plateau it s a beginning ",1,2,0
"875",2014-07-03,108.98,"offering two championship courses trumpgolfdc has been awarded the honor of hosting the seniorpgachamp http t co ylxb gtit",2,1,5
"876",2014-07-04,108.98,"after foolishly spending two trillion s and losing so many great young people the u s will be the only one who won t get the oil in iraq",-1,0,3
"877",2014-07-04,108.98,"do these very stupid politicians who got us involved in iraq look bad or what everybody wants their oil only made possible by u s ",-2,-2,-5
"878",2014-07-08,107.65,"high above the city trumplasvegas pool deck mixes business amp pleasure over a soaring bar of sky bound gold http t co vteca vnz ",2,2,3
"879",2014-07-10,106.2," you have to keep going and moving forward no matter what is happening around you or to you think like a champion",1,2,2
"880",2014-07-11,105.77,"rosie is crude rude obnoxious and dumb other than that i like her very much ",-4,-3,-4
"881",2014-07-14,104.73,"the only global warming that people should be concerned with is the global warming caused by nuclear weapons because of our weak u s leader",-2,1,-2
